Date,Route,Rating,Notes,URL,Pitches,Location,Lat and long
2021-09-11,Powder Up the Nose,5.10d,,https://www.mountainproject.com/route/106303375/powder-up-the-nose,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,"44.36719, -121.14307"
2021-09-11,Quest to Fire,5.12b,,https://www.mountainproject.com/route/106693841/quest-to-fire,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,"44.36719, -121.14307"
2021-09-11,Bloodshot,5.11c,,https://www.mountainproject.com/route/106382806/bloodshot,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,"44.36719, -121.14307"
2021-09-11,Chicken McNuggets,5.10b,,https://www.mountainproject.com/route/105789342/chicken-mcnuggets,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,"44.36719, -121.14307"
2021-09-12,Fred On Air,5.10d,,https://www.mountainproject.com/route/105812555/fred-on-air,1,Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix,"44.36399, -121.14633"
2021-09-12,JT's Route,5.10b,,https://www.mountainproject.com/route/105812559/jts-route,1,Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix,"44.36399, -121.14633"
2021-09-25,Barbarians Near The Gate,5.10b PG13,,https://www.mountainproject.com/route/109006493/barbarians-near-the-gate,6,California > Sierra Eastside > Lee Vining Canyon / Tioga Road > Lee Vining Ice and Mixed > Bard Harrington Wall,"37.94253, -119.22373"
2021-09-26,Teabag Wisdom,5.11a,Shade not until 3 in September. Single rack from blue totem to 2. ,https://www.mountainproject.com/route/114797819/teabag-wisdom,9,California > Yosemite National Park > Yosemite Valley > Valley North Side > N. Mount Watkins,"37.78289, -119.51727"
2021-10-09,Duppy Conqueror,5.11c,,https://www.mountainproject.com/route/108143941/duppy-conqueror,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Kudos Cliff > Kudos Left,"39.32721, -120.64672"
2021-10-09,Step Into The Light,5.10c,,https://www.mountainproject.com/route/108143932/step-into-the-light,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Kudos Cliff > Kudos Left,"39.32721, -120.64672"
2021-10-09,Super Size Me,5.11a,,https://www.mountainproject.com/route/108073763/super-size-me,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Fast Food Wall,"39.32749, -120.64662"
2021-10-09,Radio Static,5.11d,,https://www.mountainproject.com/route/108005194/radio-static,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall,"39.3258, -120.64981"
2021-10-09,Bartertown,5.11c,,https://www.mountainproject.com/route/113837766/bartertown,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Thunderdome,"39.32656, -120.64698"
2021-10-09,Welcome To Thunderdome,5.11a,,https://www.mountainproject.com/route/113723512/welcome-to-thunderdome,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Thunderdome,"39.32656, -120.64698"
2021-10-10,Vision Quest,5.11c,,https://www.mountainproject.com/route/110250422/vision-quest,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > Bowman Valley > The Cove,"39.4398, -120.6585"
2021-10-10,Long Shot,5.10c,Excellent line!,https://www.mountainproject.com/route/108390274/long-shot,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > Bowman Valley > The Cove,"39.4398, -120.6585"
2021-10-17,Killa Beez,5.11d,"Nothing smaller than a blue totem, no stoppers ",https://www.mountainproject.com/route/117993526/killa-beez,4,California > Yosemite National Park > Yosemite Valley > Valley South Side > L.  The Chapel Wall,"37.738, -119.59215"
2021-11-04,Middle Age Crisis,5.11b,,https://www.mountainproject.com/route/106913596/middle-age-crisis,1,California > Joshua Tree National Park > Wonderland of Rocks > Wonderland South > Wonderland Valley > West Wonderland Valley > The Astro Domes > South Astro Dome > South Astro Dome - Northeast Face,"34.03858, -116.14713"
2021-11-04,Solid Gold,5.10b,,https://www.mountainproject.com/route/105725788/solid-gold,2,California > Joshua Tree National Park > Wonderland of Rocks > Wonderland South > Wonderland Valley > West Wonderland Valley > The Astro Domes > South Astro Dome > South Astro Dome - Northeast Face,"34.03858, -116.14713"
2021-11-05,Left Baskerville Crack,5.10b,,https://www.mountainproject.com/route/105724255/left-baskerville-crack,1,California > Joshua Tree National Park > Quail Springs Area > Baskerville Rock,"34.03366, -116.20152"
2021-11-05,High Anxiety,5.10c/d,,https://www.mountainproject.com/route/106921243/high-anxiety,1,California > Joshua Tree National Park > Quail Springs Area > White Cliffs of Dover > White Cliffs of Dover - Left Side,"34.02919, -116.199"
2021-11-05,High Tension,5.11d,,https://www.mountainproject.com/route/108081093/high-tension,1,California > Joshua Tree National Park > Quail Springs Area > White Cliffs of Dover > White Cliffs of Dover - Left Side,"34.02919, -116.199"
2021-11-05,Field and Stream,5.10c,,https://www.mountainproject.com/route/107816748/field-and-stream,1,California > Joshua Tree National Park > Quail Springs Area > White Cliffs of Dover > White Cliffs of Dover - Left Side,"34.02919, -116.199"
2021-11-05,Popular Mechanics,5.9,,https://www.mountainproject.com/route/105723478/popular-mechanics,1,California > Joshua Tree National Park > Quail Springs Area > White Cliffs of Dover > White Cliffs of Dover - Left Side,"34.02919, -116.199"
2021-11-21,Controlled Substance,5.12b,"Fell on the p5 traverse.  Can link pitches, 60m sufficient.  Tremendous effort cleaning but still take extreme caution of hikers below and navigating loose rock. ",https://www.mountainproject.com/route/120010260/controlled-substance,9,California > Yosemite National Park > Yosemite Valley > Valley South Side > F. Liberty Cap,"37.7275, -119.53364"
2021-11-24,"Slab Happy Pinnacle, Center",5.10b,Delicate hold on p1 next to the bolt before traversing left.  ,https://www.mountainproject.com/route/107905185/slab-happy-pinnacle-center,3,California > Yosemite National Park > Yosemite Valley > Valley North Side > C. El Cap Picnic Area (Eagle Creek) > 4. Slab Happy Pinnacle,"37.73113, -119.62451"
2021-11-26,Under the Knife,5.12b,"Micro trax p3-5, lead 6-7, fix/rap the live tree above the dead tree ",https://www.mountainproject.com/route/117863689/under-the-knife,7,"California > Southern-Western Sierra > Hwy 168:Tollhouse, Shaver Lake, Courtright > Patterson Bluff > Patterson Left","36.91845, -119.08309"
2021-11-28,The Money Shot,5.12,"Rap with 2 60s, 1x purple/grey tcu, .4, .5, .75, 1, 4. 2x blue/black totem, 2, 3. Knee pads wouldn’t go unused.  Easy simul on p1.  Savage line ****",https://www.mountainproject.com/route/120264845/the-money-shot,9,"California > Southern-Western Sierra > Hwy 168:Tollhouse, Shaver Lake, Courtright > Patterson Bluff > Patterson Left","36.91845, -119.08309"
2021-11-28,The Face that Launched 1000 Clips,5.12c/d,,https://www.mountainproject.com/route/117863801/the-face-that-launched-1000-clips,4,"California > Southern-Western Sierra > Hwy 168:Tollhouse, Shaver Lake, Courtright > Patterson Bluff > Patterson Left","36.92802, -119.09471"
2021-12-19,Mars Attacks,5.9 PG13,"This route has it all for a moderate.  Don’t take the trailhead.  Approach from the main road. However, there is a solo-able slab weakness directly through the cliff, the more right of the two options.  ",https://www.mountainproject.com/route/105793038/mars-attacks,4,Arizona > Northern Arizona > Sedona Area > West Sedona > Dry Creek Road Area > The Fin,"34.90455, -111.80682"
2021-12-20,Touched By An Angel,5.1,"1 blue totem, 1 yellow, 1 green, 2x 1-3, 1 4&5 would take again, no nuts, no tiny tcus, stellar route and summit ***** high 58 downtown.  Fine in the shade!",https://www.mountainproject.com/route/109555966/touched-by-an-angel,6,Arizona > Northern Arizona > Sedona Area > Sedona > Mormon Canyon,"34.90767, -111.76742"
2021-12-21,Dune Buggyin',5.11-,Single rack if you really want to pare it down (tho only linked 4+5). 1 Turquoise offset was great beta. Phenomenal route.  ,https://www.mountainproject.com/route/116156769/dune-buggyin,5,Arizona > Northern Arizona > Sedona Area > West Sedona > Dry Creek Road Area > Fay Canyon > Fay Buttress,"34.91652, -111.87264"
2021-12-22,Direct Flight,5.11+,Skip the 3&4 spot on.  No triples of any size used but definitely spaced out of pro on p4.  Another spectacular route!  4/4,https://www.mountainproject.com/route/116375917/direct-flight,5,Arizona > Northern Arizona > Sedona Area > Village of Oak Creek > Oak Creek Spire Area > Destination Tower,"34.80709, -111.73666"
2021-12-23,Freedom,5.11b/c,"P3 2x blue/yellow totem, 1x black/red totem, #3
",https://www.mountainproject.com/route/105926394/freedom,1,Arizona > Northern Arizona > Sedona Area > Sedona > Cathedral Rock Area > South Mesa > South Mesa,"34.81768, -111.79289"
2021-12-23,Vortex in a Can,5.10+,"2 yellow totems, 1 blue totem, draws for p1-2",https://www.mountainproject.com/route/105813075/vortex-in-a-can,2,Arizona > Northern Arizona > Sedona Area > Sedona > Cathedral Rock Area > South Mesa > South Mesa,"34.81768, -111.79289"
2021-12-24,Arribas Ameobas,5.10+,Last pitch of OOT was the best.  No cams or nuts placed anywhere.  You really don’t need them.  ,https://www.mountainproject.com/route/106085763/arribas-ameobas,3,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Out-of-Towners Dome > South Face of Out of Towners Dome,"31.9436, -109.97141"
2021-12-25,Abracadaver,5.11a,"J sent in 25+ winds, rain and hail. Don’t watch 14 peaks right before a day like today unless you want to keep insufferably gunning for the summit. #5 was most def used, didn’t have a 6 and was fine. ",https://www.mountainproject.com/route/105794076/abracadaver,4,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Rockfellow Group > Rockfellow Dome,"31.92692, -109.97782"
2021-12-25,You're Out of Your Element,5.10+,,https://www.mountainproject.com/route/113936792/youre-out-of-your-element,1,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Lebowski Wall,"31.9438, -109.9632"
2021-12-25,Over the Line,5.13a,"FA scrubbed fuzz helpful in figuring out positioning.  However, bring a brush.  Masterpiece of a line.  ",https://www.mountainproject.com/route/120589690/over-the-line,1,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Lebowski Wall,"31.9438, -109.9632"
2021-12-25,You're Entering A World of Pain,5.12a/b,,https://www.mountainproject.com/route/113936831/youre-entering-a-world-of-pain,1,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Lebowski Wall,"31.9438, -109.9632"
2021-12-25,This Aggression Will Not Stand,5.10+,,https://www.mountainproject.com/route/117814764/this-aggression-will-not-stand,2,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Lebowski Wall,"31.9438, -109.9632"
2021-12-30,Divine Tiger,5.11b,,https://www.mountainproject.com/route/107426887/divine-tiger,1,Arizona > Central Arizona > The Homestead > Finland Terrace,"33.17507, -110.78122"
2021-12-30,Short and Stiff,5.11d,,https://www.mountainproject.com/route/107528102/short-and-stiff,1,Arizona > Central Arizona > The Homestead > Tufa City,"33.17567, -110.78048"
2022-01-01,Shovling-Cole,5.10b,,https://www.mountainproject.com/route/106977251/shovling-cole,2,California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > Intersection Rock,"34.0148, -116.163"
2022-01-01,Sidewinder,5.10b PG13,"2, .4, 1, .75, draws ",https://www.mountainproject.com/route/105722086/sidewinder,1,California > Joshua Tree National Park > Hidden Valley Area > The Outback > Steve Canyon Area > Steve Canyon > Sidewinder Rock - West Face,"34.56266, -117.12097"
2022-01-01,The Decompensator of Lhasa,5.10c/d,Stunning and engaging.  Finger fixed and 2 .75s. Gear chicken head anchor. ,https://www.mountainproject.com/route/105725059/the-decompensator-of-lhasa,1,California > Joshua Tree National Park > Hidden Valley Area > The Outback > Steve Canyon Area > Steve Canyon > Grain Surgery Wall,"34.56266, -117.12097"
2022-01-02,Merchant Marine,5.9,,https://www.mountainproject.com/route/106113624/merchant-marine,1,California > High Desert > Landers Area > Spy Mountain Area > DMZ,"34.33157, -116.39245"
2022-01-02,Soldier of Fortune,5.10c,,https://www.mountainproject.com/route/114108231/soldier-of-fortune,1,California > High Desert > Landers Area > Spy Mountain Area > DMZ,"34.33157, -116.39245"
2022-01-02,Run For Your Life,5.10b R,Crux up top. Killer line.  ,https://www.mountainproject.com/route/105722344/run-for-your-life,1,California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > Tumbling Rainbow Formation,"34.01232, -116.17133"
2022-01-22,Otherworld,5.11d,"70 unnecessary, incredible line to the top, link 1-2, 3-4, rest pitched out worked",https://www.mountainproject.com/route/120529451/otherworld,9,California > Yosemite National Park > Yosemite Valley > Lower Merced River Canyon > Aa. Parkline Slab,"37.67875, -119.74886"
2022-04-02,Windfall,5.11a,Burly roof and killer overhanging fist crack. The rap from the top of 4 is rigged with new webbing. We rapped from there with 2 70s so that’s the only one we addressed.,https://www.mountainproject.com/route/106578709/windfall,5,California > Yosemite National Park > Yosemite Valley > Valley South Side > R. The Widow's Tears Area,"37.70879, -119.66567"
2022-04-03,Afterburner,5.11c,,https://www.mountainproject.com/route/106265270/afterburner,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Upper Tier,"37.73908, -119.58843"
2022-04-03,Wide Thing,5.10d,"Single 4, didn’t die, bring new cord for both anchors, mossy but pretty good actually",https://www.mountainproject.com/route/108948026/wide-thing,2,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Lower Tier,"37.73908, -119.58843"
2022-04-03,Total Way-ist,5.11b,,https://www.mountainproject.com/route/106265267/total-way-ist,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Upper Tier,"37.73908, -119.58843"
2022-04-21,Time's Up,5.12a,With SC,https://www.mountainproject.com/route/105920932/times-up,6,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Brownstone Wall,"36.11483, -115.4957"
2022-05-01,Ho Chi Minh Trail,5.10d,"If you&#39;re looking for the EBMC raps, you need to rappel from a tree to find the top of the raps. Not an easy find in the dark. Consider walking.",https://www.mountainproject.com/route/106271974/ho-chi-minh-trail,19,California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock,"37.7165, -119.6363"
2022-05-02,Big Easy,5.11d,,https://www.mountainproject.com/route/110263245/big-easy,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Upper Tier,"37.73908, -119.58843"
2022-05-02,Unknown but Splitter,5.11c,,https://www.mountainproject.com/route/110263406/unknown-but-splitter,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Upper Tier,"37.73908, -119.58843"
2022-05-02,Unknown and Super Fun!,5.11c,,https://www.mountainproject.com/route/110263374/unknown-and-super-fun,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Upper Tier,"37.73908, -119.58843"
2022-05-02,Sanitary Engineer,5.10c,,https://www.mountainproject.com/route/111964765/sanitary-engineer,1,California > Yosemite National Park > Yosemite Valley > Valley South Side > K.  Public Sanitation Wall > Upper Tier,"37.73908, -119.58843"
2022-05-21,Kitty From Hell,5.10d,"adding 3 for Cougar Time which is **** (sign said open to climbing, might have been an old sign ugh) ",https://www.mountainproject.com/route/107889418/kitty-from-hell,7,California > Sequoia & Kings Canyon NP > Chimney Rocks > Chimney Spire,"36.65368, -118.86742"
2022-05-23,Modern Guilt,5.12b," Birthday climb! What an incredible line. No nuts, purple tcu, .75 or 2 used.  ",https://www.mountainproject.com/route/111750252/modern-guilt,10,California > Sequoia & Kings Canyon NP > Moro Rock (SEKI) > West Face,"36.54409, -118.7651"
2022-05-29,Green Monster,5.11d,,https://www.mountainproject.com/route/113225268/green-monster,9,California > Sonora Pass Highway (108) > Road 5N06 Area > The Lost World > The Cold Joint Wall - Right Side,"38.3291, -119.95533"
2022-07-03,Ikigai,5.12a,"Team onsight, no nuts placed, technical crux was the 10d slab ",https://www.mountainproject.com/route/120008591/ikigai,18,California > High Sierra > 12 - Kearsarge Pass to Cedar Grove > Bubbs Creek Wall,"36.77106, -118.47295"
2022-07-08,Solid Gold,5.11a,,https://www.mountainproject.com/route/107618376/solid-gold,5,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Prusik Peak","47.48786, -120.78373"
2022-07-30,Crows Nest,5.11b,,https://www.mountainproject.com/route/114615535/crows-nest,1,California > San Francisco Bay Area > Wine Country/Northeast Bay > Salt Point State Park > Shipwreck Wall,"38.59566, -123.34933"
2022-07-30,Peg Leg,5.10a,,https://www.mountainproject.com/route/105735395/peg-leg,1,California > San Francisco Bay Area > Wine Country/Northeast Bay > Salt Point State Park > Shipwreck Wall,"38.59566, -123.34933"
2022-08-07,Regular Route Left Variation Finish,5.9+,,https://www.mountainproject.com/route/110602225/regular-route-left-variation-finish,4,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Left of the Regular Route,"40.4827, -121.51061"
2022-08-07,Changing Phases,5.10a,.75 and one larger offset nut to supplement ,https://www.mountainproject.com/route/110613102/changing-phases,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Left of the Regular Route,"40.48251, -121.50915"
2022-08-07,The Red Knight,5.11d,"Anchor missing one cold shut, back it up with the trophy anchor ",https://www.mountainproject.com/route/110624931/the-red-knight,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Left of the Regular Route,"40.4827, -121.51061"
2022-08-07,The Trophy,5.12a,,https://www.mountainproject.com/route/110624901/the-trophy,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Left of the Regular Route,"40.4827, -121.51061"
2022-08-07,Viva Gorby,5.11c,,https://www.mountainproject.com/route/110670767/viva-gorby,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Right of the Regular Route,"40.4827, -121.51061"
2022-08-07,Boris,5.11c,,https://www.mountainproject.com/route/110662737/boris,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Right of the Regular Route,"40.48251, -121.50915"
2022-08-07,Jelly Belly,5.10b/c,"P1 only, red totem to supplement ",https://www.mountainproject.com/route/110662749/jelly-belly,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Right of the Regular Route,"40.48251, -121.50915"
2022-08-07,The Great Hot Blast,5.10d,,https://www.mountainproject.com/route/110747917/the-great-hot-blast,2,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Right of the Regular Route,"40.48251, -121.50915"
2022-08-07,Waganupa,5.1,,https://www.mountainproject.com/route/110747893/waganupa,1,California > Northeast California > Lassen Area > Lassen National Park > The Plug > Right of the Regular Route,"40.48251, -121.50915"
2022-10-08,Hannaramic,5.10b,Last pitch was like shopping in a bowling ball store.  So fun!  No gear just draws. ,https://www.mountainproject.com/route/106486801/hannaramic,6,"California > Southern-Western Sierra > Hwy 168:Tollhouse, Shaver Lake, Courtright > Courtright Reservoir > Power Dome > West Face","37.07326, -118.96366"
2022-10-09,Powerline,5.11a," #1, .75, black totem, draws. Excellent climb. Thankful for the modern bolts.",https://www.mountainproject.com/route/118970425/powerline,4,"California > Southern-Western Sierra > Hwy 168:Tollhouse, Shaver Lake, Courtright > Courtright Reservoir > Power Dome > West Face","37.07326, -118.96366"
2022-11-23,The Walker Spur,5.10b/c R,You can definitely rap from p2 on the right with an uncut 70m,https://www.mountainproject.com/route/105733070/the-walker-spur,2,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Mescalito > East Face,"36.12301, -115.49265"
2022-11-25,The Friar,5.9,Sweet but scary last pitch ,https://www.mountainproject.com/route/105732854/the-friar,4,Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > The Friar and Byrd Pinnacle,"36.10394, -115.48544"
2022-11-26,Blonde Dwarf,5.9,,https://www.mountainproject.com/route/105732326/blonde-dwarf,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Magic Bus,"36.14964, -115.4299"
2022-11-26,Electric Koolaid,5.9+,,https://www.mountainproject.com/route/105732323/electric-koolaid,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Magic Bus,"36.15337, -115.43547"
2022-11-26,Idiot Parade (aka Need to Rest),5.10c,,https://www.mountainproject.com/route/105826602/idiot-parade-aka-need-to-rest,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right,"36.15337, -115.43547"
2022-11-26,Burros Might Fly,5.10b,,https://www.mountainproject.com/route/105918869/burros-might-fly,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Right,"36.15539, -115.4361"
2022-11-26,Unnamed (Black Corridor #4),5.11a,,https://www.mountainproject.com/route/105799989/unnamed-black-corridor-4,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Left,"36.15539, -115.4361"
2022-11-26,The Grind,5.11b,,https://www.mountainproject.com/route/105939418/the-grind,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall,"36.15539, -115.4361"
2022-11-26,Viagra Falls,5.11d,,https://www.mountainproject.com/route/105732629/viagra-falls,2,Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall,"36.15597, -115.43663"
2022-11-26,Wedgie,5.12a,,https://www.mountainproject.com/route/106200178/wedgie,1,Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall,"36.14964, -115.4299"
2022-11-26,Titty Litter,5.10d,,https://www.mountainproject.com/route/105985842/titty-litter,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Kitty Crag,"36.15446, -115.43481"
2022-11-26,Suffering Cats,5.11c,,https://www.mountainproject.com/route/105985832/suffering-cats,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Kitty Crag,"36.15446, -115.43481"
2022-11-26,Mesquiter,5.12a,,https://www.mountainproject.com/route/108747814/mesquiter,1,Arizona > Northern Arizona > The Arizona Strip > Lime Kiln Canyon > The Grail,"36.65703, -114.00822"
2022-11-27,Marijuana,5.11d,Single set to 1. Yellow dmm offset. 2 HBs. Standout p4 & p5. Leaver biner for a 70m rap still on the crux pitch.,https://www.mountainproject.com/route/107468337/marijuana,5,Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > Black Orpheus Amphitheater,"36.10256, -115.49045"
2022-11-28,Total Depravity,5.12b,,https://www.mountainproject.com/route/111402828/total-depravity,1,Arizona > Northern Arizona > The Arizona Strip > Lime Kiln Canyon > The Grail,"36.65703, -114.00822"
2022-11-28,The Serf,5.12a,,https://www.mountainproject.com/route/114095763/the-serf,1,Arizona > Northern Arizona > The Arizona Strip > Lime Kiln Canyon > The Grail,"36.65703, -114.00822"
2022-11-28,Divine Vessel,5.11a,,https://www.mountainproject.com/route/112484032/divine-vessel,1,Arizona > Northern Arizona > The Arizona Strip > Lime Kiln Canyon > The Grail,"36.65703, -114.00822"
2022-11-28,Last Supper,5.11b,,https://www.mountainproject.com/route/111301575/last-supper,1,Arizona > Northern Arizona > The Arizona Strip > Lime Kiln Canyon > The Grail,"36.65703, -114.00822"
2022-11-28,Merely a Flesh Wound,5.10c,,https://www.mountainproject.com/route/111301568/merely-a-flesh-wound,1,Arizona > Northern Arizona > The Arizona Strip > Lime Kiln Canyon > The Grail,"36.65703, -114.00822"
2022-12-19,Palm Snake,5.10c,Linked all 3 with a 70.  Great climb! ,https://www.mountainproject.com/route/106373354/palm-snake,3,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Los Lobos Canyon > Los Lobos Wall,"	25.95165, -100.47496"
2022-12-20,Where's Rudy,5.11b,Great line. Put an x on a big block that we put back in next to the finger crack. Do not yard on it.,https://www.mountainproject.com/route/113956127/wheres-rudy,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Las Estrellas South,"25.95008, -100.47561"
2022-12-20,How the Chorizo is Made.,5.10d,,https://www.mountainproject.com/route/113775473/how-the-chorizo-is-made,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Plum Wall,"25.95031, -100.47562"
2022-12-20,Three Border Phatties,5.10a,,https://www.mountainproject.com/route/112802221/three-border-phatties,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Plum Wall,"25.95008, -100.47561"
2022-12-21,Space Boyz,5.10d,,https://www.mountainproject.com/route/106183204/space-boyz,7,International > North America > Mexico > Nuevo Leon > El Potrero Chico > La Selva (Jungle Wall),"25.94838, -100.47698"
2022-12-22,Guppie,5.12b,Second go after twenty years,https://www.mountainproject.com/route/106183120/guppie,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Surf Bowl,"25.94696, -100.47954"
2022-12-22,Aguja Celo Rey,5.10-,"Hard more like 10 than 10a, cool upper half",https://www.mountainproject.com/route/105914177/aguja-celo-rey,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Agujas (The Spires),"25.94738, -100.47773"
2022-12-24,Agua de Coco,5.10d,,https://www.mountainproject.com/route/106177930/agua-de-coco,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > TNT Wall,"25.9484, -100.47513"
2022-12-24,Habanero,5.12b,,https://www.mountainproject.com/route/107395879/habanero,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Outrage Wall,"25.94802, -100.47771"
2022-12-24,Steel Pulse,5.12d,Hard 11a,https://www.mountainproject.com/route/107449255/steel-pulse,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Outrage Wall,"25.94802, -100.47771"
2022-12-24,Slippery Down Under (1st Pitch),5.11b,,https://www.mountainproject.com/route/106651041/slippery-down-under-1st-pitch,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Outrage Wall,"25.94802, -100.47771"
2022-12-24,No Excuses,5.11a,,https://www.mountainproject.com/route/106183150/no-excuses,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > The Outrage Wall,"25.94802, -100.47771"
2022-12-25,Devotion,5.11+ PG13,Hard 10b. ,https://www.mountainproject.com/route/106176079/devotion,3,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Upper Sense of Religion > The Pride Enclave,"25.95609, -100.46429"
2022-12-26,Conflict,5.12b,2nd go,https://www.mountainproject.com/route/106334840/conflict,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Club Mex Wall,"25.95021, -100.47533"
2022-12-26,Fear of Flying,5.12a,,https://www.mountainproject.com/route/106334831/fear-of-flying,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Club Mex Wall,"25.95021, -100.47533"
2022-12-26,Salty Dog,5.12a,"First Potrero 12a for S; 2nd lead, 1 TR ",https://www.mountainproject.com/route/106340055/salty-dog,4,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Club Mex Wall,"25.95042, -100.47577"
2022-12-26,Kung Pao Pupert,5.10d,"Great climb, interesting moves.",https://www.mountainproject.com/route/106177341/kung-pao-pupert,2,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Las Estrellas Main Wall,"31.93005, -109.97094"
2022-12-26,Machismo,5.11a,,https://www.mountainproject.com/route/109938021/machismo,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Las Estrellas Main Wall,"25.95021, -100.47533"
2022-12-26,Bee Line,5.9 R,,https://www.mountainproject.com/route/105738266/bee-line,2,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Stronghold Dome,"25.95042, -100.47577"
2022-12-27,Take Me To Your Marklar,5.10c,,https://www.mountainproject.com/route/106177319/take-me-to-your-marklar,1,International > North America > Mexico > Nuevo Leon > El Potrero Chico > Las Estrellas Canyon > Las Estrellas Main Wall,"25.95021, -100.47533"
